Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) 
 03/05  11:00:00,13.3,4.55833333333333,264.166666666667,26.0947775816597 
 03/05  12:00:00,13.65,4.74166666666667,265.833333333333,27.0525630266125 
 03/05  13:00:00,13.55,4.85,264.166666666667,27.0747970882008 
 03/05  14:00:00,13.3,5.24166666666667,283.333333333333,28.1172979336768 
 03/05  15:00:00,13.65,5.99166666666667,300.,29.324480980713 
 03/05  16:00:00,13.55,6.49166666666667,276.666666666667,30.1069836605178 
 03/05  17:00:00,13.0083333333333,6.40833333333333,271.666666666667,29.9705054902671 
 03/05  18:00:00,12.8,6.2,274.166666666667,28.1996648305592 
 03/05  19:00:00,12.45,5.61666666666667,270.,26.7663644267414 
 03/05  20:00:00,12.2,5.2,270.,26.1856365593489 
 03/05  21:00:00,11.9083333333333,4.55833333333333,281.666666666667,25.832247959696 
 03/05  22:00:00,11.7,4.1,295.833333333333,25.5262649435869 
 03/05  23:00:00,11.7,3.51666666666667,305.833333333333,25.2793771154887 
 03/05  24:00:00,10.7083333333333,2.51666666666667,298.333333333333,25.0065335703487 
 03/06  01:00:00,10.,2.1,272.5,24.7116475883775 
 03/06  02:00:00,9.65,3.26666666666667,289.166666666667,24.466749175864 
 03/06  03:00:00,9.4,2.93333333333333,298.333333333333,24.2330412513224 
 03/06  04:00:00,9.75,2.1,272.5,24.0508347035866 
 03/06  05:00:00,10.,2.39166666666667,265.833333333333,23.8823495555406 
 03/06  06:00:00,10.,2.30833333333333,275.833333333333,23.6918244432398 
 03/06  07:00:00,9.65,2.1,245.,23.5339216786054 
 03/06  08:00:00,10.3916666666667,2.1,185.,23.9301391362345 
 03/06  09:00:00,11.7416666666667,2.39166666666667,136.666666666667,24.8808543271926 
 03/06  10:00:00,13.8333333333333,2.30833333333333,149.166666666667,26.2888017851722 
 03/06  11:00:00,15.6416666666667,0.875,70.8333333333333,27.9973312817851 
 03/06  12:00:00,16.45,1.51666666666667,210.,29.3051906444274 
 03/06  13:00:00,17.9833333333333,2.6,190.833333333333,30.2892200554713 
 03/06  14:00:00,19.5416666666667,1.08333333333333,29.1666666666667,31.8206251528933 
 03/06  15:00:00,19.65,2.1,186.666666666667,33.7839222973207 
 03/06  16:00:00,18.7583333333333,4.825,314.166666666667,34.9971087819665 
 03/06  17:00:00,17.6583333333333,7.15833333333333,310.,34.9711586060096 
 03/06  18:00:00,16.2666666666667,7.03333333333333,304.166666666667,33.4649683011644 
 03/06  19:00:00,15.25,5.61666666666667,294.166666666667,30.4064994519758 
 03/06  20:00:00,15.,6.075,290.,29.042074271896 
 03/06  21:00:00,14.0083333333333,5.18333333333333,307.5,28.41099294755 
 03/06  22:00:00,13.0083333333333,3.51666666666667,302.5,27.903952458254 
 03/06  23:00:00,12.45,3.975,307.5,27.4964118576687 
 03/06  24:00:00,11.9083333333333,4.30833333333333,320.,27.1350554190975 
 03/07  01:00:00,11.9916666666667,4.39166666666667,320.,26.8332404649883 
 03/07  02:00:00,12.2,3.43333333333333,325.833333333333,26.5867066978579 
 03/07  03:00:00,11.2666666666667,2.30833333333333,312.5,26.315977696347 
 03/07  04:00:00,10.8916666666667,2.1,311.666666666667,26.0428161544272 
 03/07  05:00:00,10.4583333333333,2.1,267.5,25.8035962639848 
 03/07  06:00:00,10.35,1.75,235.833333333333,25.5600447363907 
 03/07  07:00:00,10.25,1.85,222.5,25.4007839017892 
 03/07  08:00:00,11.2833333333333,0.875,87.5,25.7951030125081 
 03/07  09:00:00,13.4833333333333,1.51666666666667,35.,26.9481177615102 
 03/07  10:00:00,15.3916666666667,2.6,54.1666666666667,28.4963291626425 
 03/07  11:00:00,17.0916666666667,2.30833333333333,96.6666666666667,30.090050200639 
 03/07  12:00:00,19.4333333333333,1.75,71.6666666666667,31.5686669892063 
 03/07  13:00:00,21.2416666666667,2.43333333333333,222.5,32.7114588653307 
 03/07  14:00:00,21.7,3.1,354.166666666667,33.9863975375888 
 03/07  15:00:00,20.0666666666667,6.075,332.5,35.4518568750256 
 03/07  16:00:00,17.9083333333333,7.90833333333333,314.166666666667,36.3849286503129 
 03/07  17:00:00,17.2,6.825,310.,36.2226405578862 
 03/07  18:00:00,15.275,6.78333333333333,315.833333333333,34.6397392418337 
 03/07  19:00:00,12.9083333333333,6.61666666666667,320.,31.6426101538925 
 03/07  20:00:00,12.8416666666667,4.975,325.833333333333,30.3131632765855 
 03/07  21:00:00,11.725,4.39166666666667,318.333333333333,29.6834311100316 
 03/07  22:00:00,10.25,4.01666666666667,310.,29.1148536758779 
 03/07  23:00:00,9.65,3.30833333333333,310.,28.6657572914367 
 03/07  24:00:00,9.75,3.68333333333333,304.166666666667,28.2897858222086 
 03/08  01:00:00,9.35833333333333,4.74166666666667,305.833333333333,27.9512523370987 
 03/08  02:00:00,8.9,4.85,321.666666666667,27.6087316168933 
 03/08  03:00:00,8.55,4.01666666666667,318.333333333333,27.3068443406436 
 03/08  04:00:00,8.00833333333333,3.30833333333333,310.,27.0063033211562 
 03/08  05:00:00,7.8,1.29166666666667,129.166666666667,26.733354195737 
 03/08  06:00:00,7.45,0.875,151.666666666667,26.4705972645701 
 03/08  07:00:00,7.2,1.5,289.166666666667,26.2366855752109 
 03/08  08:00:00,8.48333333333333,0.625,129.166666666667,26.540149496623 
 03/08  09:00:00,10.1,0.875,81.6666666666667,27.2385924083947 
 03/08  10:00:00,11.5333333333333,2.43333333333333,99.1666666666667,28.6680269068079 
 03/08  11:00:00,12.8416666666667,2.80833333333333,52.5,30.2697703446407 
 03/08  12:00:00,14.2916666666667,2.89166666666667,45.8333333333333,31.6442419647027 
 03/08  13:00:00,15.9916666666667,4.61666666666667,213.333333333333,32.7120455139403 
 03/08  14:00:00,16.7,4.76666666666667,347.5,33.898260063565 
 03/08  15:00:00,16.7,6.2,342.5,34.9259980900489 
 03/08  16:00:00,16.0583333333333,8.34166666666667,324.166666666667,34.8321339667994 
 03/08  17:00:00,14.9,8.8,320.,33.7104761779655 
 03/08  18:00:00,13.1166666666667,6.99166666666667,320.,31.7548206090191 
 03/08  19:00:00,11.5583333333333,5.40833333333333,314.166666666667,30.0841817919974 
 03/08  20:00:00,10.8083333333333,5.49166666666667,310.,29.2709595524934 
 03/08  21:00:00,10.25,4.18333333333333,304.166666666667,28.7724407126948 
 03/08  22:00:00,10.,2.80833333333333,311.666666666667,28.3672483943417 
 03/08  23:00:00,10.,2.6,308.333333333333,28.0315664235087 
 03/08  24:00:00,10.35,2.30833333333333,224.166666666667,27.7523744695386 
 03/09  01:00:00,9.9,0.875,70.8333333333333,27.4731536405591 
 03/09  02:00:00,9.4,1.225,145.833333333333,27.1633188089886 
 03/09  03:00:00,9.4,0.875,104.166666666667,26.9044418878119 
 03/09  04:00:00,9.10833333333333,1.225,140.,26.6561997314712 
 03/09  05:00:00,9.54166666666667,0.875,100.,26.4223748230128 
 03/09  06:00:00,9.65,1.225,140.,26.2289331610415 
 03/09  07:00:00,9.75,2.68333333333333,251.666666666667,26.0458897049846 
 03/09  08:00:00,10.6416666666667,2.80833333333333,254.166666666667,26.184267543296 
 03/09  09:00:00,11.7416666666667,2.6,250.,26.4141136090223 
 03/09  10:00:00,12.55,2.6,226.666666666667,26.8088733308918 
 03/09  11:00:00,13.4416666666667,3.18333333333333,245.,27.9789367145853 
 03/09  12:00:00,14.5416666666667,3.6,170.833333333333,29.8668385381776 
 03/09  13:00:00,15.,3.6,100.,30.5501439543571 
 03/09  14:00:00,15.35,3.30833333333333,105.833333333333,31.3457322532892 
 03/09  15:00:00,15.6,5.78333333333333,226.666666666667,32.6028854889271 
 03/09  16:00:00,14.2583333333333,6.24166666666667,292.5,32.2348784765483 
 03/09  17:00:00,13.0083333333333,8.175,274.166666666667,32.5370840287948 
 03/09  18:00:00,12.45,6.1,270.,31.4269309237064 
 03/09  19:00:00,12.2,3.68333333333333,258.333333333333,29.2634553277607 
 03/09  20:00:00,11.9083333333333,4.1,261.666666666667,28.3280400392385 
 03/09  21:00:00,11.7,3.80833333333333,275.833333333333,27.8489691727136 
 03/09  22:00:00,11.7,3.30833333333333,274.166666666667,27.4844958560019 
 03/09  23:00:00,11.35,2.51666666666667,264.166666666667,27.1594396012967 
 03/09  24:00:00,11.1,2.1,265.833333333333,26.8563410382753 
 03/10  01:00:00,11.1,2.1,200.,26.5936217973016 
 03/10  02:00:00,10.8083333333333,2.39166666666667,138.333333333333,26.3355550300709 
 03/10  03:00:00,9.9,1.95833333333333,200.,26.0585904609733 
 03/10  04:00:00,10.3916666666667,0.625,104.166666666667,25.8502389681878 
 03/10  05:00:00,11.45,1.51666666666667,145.833333333333,25.7295660685265 
 03/10  06:00:00,11.7,2.6,255.833333333333,25.5601621795724 
 03/10  07:00:00,11.7,2.6,248.333333333333,25.4024099435891 
 03/10  08:00:00,11.7,1.08333333333333,100.,25.4117083251454 
 03/10  09:00:00,12.3416666666667,0.875,75.8333333333333,25.624461278153 
 03/10  10:00:00,13.4416666666667,2.725,106.666666666667,25.9452725663616 
 03/10  11:00:00,13.9,3.30833333333333,78.3333333333333,26.3592072754233 
 03/10  12:00:00,14.8916666666667,4.325,163.333333333333,26.6942432881151 
 03/10  13:00:00,15.25,5.49166666666667,241.666666666667,26.9115063362371 
 03/10  14:00:00,14.65,5.99166666666667,250.,26.9407748153659 
 03/10  15:00:00,14.4,6.49166666666667,261.666666666667,26.8278206543837 
 03/10  16:00:00,14.1083333333333,6.40833333333333,270.,26.5495580034194 
 03/10  17:00:00,13.55,8.00833333333333,281.666666666667,26.0438231030303 
 03/10  18:00:00,13.0083333333333,7.78333333333333,278.333333333333,25.6938390512927 
 03/10  19:00:00,12.45,7.575,293.333333333333,25.1888590848635 
 03/10  20:00:00,12.2,9.13333333333333,298.333333333333,24.8387494161588 
 03/10  21:00:00,11.9083333333333,9.21666666666667,301.666666666667,24.6117254383464 
 03/10  22:00:00,11.35,10.55,310.,24.3757058862227 
 03/10  23:00:00,11.1,10.05,310.,24.1465441048893 
 03/10  24:00:00,10.8083333333333,7.86666666666667,304.166666666667,23.9398315232761 
 03/11  01:00:00,10.25,6.325,300.,23.7182811381209 
 03/11  02:00:00,10.,5.40833333333333,300.,23.5047753355664 
 03/11  03:00:00,9.65,4.85,300.,23.3052941760122 
 03/11  04:00:00,9.10833333333333,4.30833333333333,311.666666666667,23.0877589645974 
 03/11  05:00:00,8.55,3.51666666666667,308.333333333333,22.8722661033044 
 03/11  06:00:00,8.65,2.80833333333333,305.833333333333,22.6812436890045 
 03/11  07:00:00,8.9,2.6,310.,22.5698776228224 
 03/11  08:00:00,10.825,1.95833333333333,333.333333333333,23.0215768891851 
 03/11  09:00:00,12.8416666666667,1.85,355.833333333333,24.1372132066377 
 03/11  10:00:00,13.65,2.68333333333333,167.5,25.5857919450223 
 03/11  11:00:00,13.9,3.1,24.1666666666667,27.0634865659834 
 03/11  12:00:00,15.5333333333333,3.975,212.5,28.4330649656242 
 03/11  13:00:00,17.3416666666667,5.53333333333333,320.833333333333,29.5643249514511 
 03/11  14:00:00,17.1583333333333,7.71666666666667,294.166666666667,30.503472674148 
 03/11  15:00:00,16.7,8.45,290.,31.5884711710239 
 03/11  16:00:00,16.7,8.2,284.166666666667,31.7905663977881 
 03/11  17:00:00,16.0583333333333,10.0083333333333,280.,30.9878669394996 
 03/11  18:00:00,14.9,10.1333333333333,285.833333333333,29.1546309635566 
 03/11  19:00:00,14.1083333333333,8.075,295.833333333333,27.3990787736148 
 03/11  20:00:00,13.55,6.03333333333333,300.,26.6219998667292 
 03/11  21:00:00,13.3,4.55833333333333,305.833333333333,26.1895538616528 
 03/11  22:00:00,15.2833333333333,5.325,333.333333333333,25.9405707201081 
 03/11  23:00:00,15.7083333333333,3.80833333333333,169.166666666667,25.7643481290375 
 03/11  24:00:00,15.,2.1,34.1666666666667,25.4965619909256 
 03/12  01:00:00,13.7166666666667,2.1,205.,25.2342559121568 
 03/12  02:00:00,12.8,0.875,137.5,24.9563705788357 
 03/12  03:00:00,14.725,4.2,23.3333333333333,24.8358650707077 
 03/12  04:00:00,15.4583333333333,9.00833333333333,63.3333333333333,24.7816099460225 
 03/12  05:00:00,15.,10.3,68.3333333333333,24.6071962152808 
 03/12  06:00:00,14.65,9.425,65.8333333333333,24.44394779483 
 03/12  07:00:00,14.75,12.7083333333333,64.1666666666667,24.346473160267 
 03/12  08:00:00,15.35,12.175,48.3333333333333,24.8351927628719 
 03/12  09:00:00,16.2416666666667,7.40833333333333,51.6666666666667,25.9600676446981 
 03/12  10:00:00,17.6333333333333,4.475,60.,27.5253134002037 
 03/12  11:00:00,19.2916666666667,2.725,65.8333333333333,29.1859414373417 
 03/12  12:00:00,20.6416666666667,2.68333333333333,46.6666666666667,30.6411773486367 
 03/12  13:00:00,21.7416666666667,2.16666666666667,216.666666666667,31.8635190627548 
 03/12  14:00:00,22.8416666666667,2.14166666666667,151.666666666667,33.2957903670111 
 03/12  15:00:00,23.65,2.30833333333333,62.5,34.9757797516672 
 03/12  16:00:00,23.9,1.75,111.666666666667,36.4124770911939 
 03/12  17:00:00,23.55,1.85,79.1666666666667,36.5435666970291 
 03/12  18:00:00,22.3666666666667,1.75,114.166666666667,34.8764256355582 
 03/12  19:00:00,20.0666666666667,2.43333333333333,247.5,31.8295502054068 
 03/12  20:00:00,17.9083333333333,2.16666666666667,251.666666666667,30.4167030370599 
 03/12  21:00:00,16.5583333333333,1.5,192.5,29.7623379253881 
 03/12  22:00:00,15.4583333333333,0.625,75.,29.2721376128286 
 03/12  23:00:00,14.0083333333333,0.0,0.0,28.8402410223245 
 03/12  24:00:00,13.0083333333333,0.875,11.6666666666667,28.4500041303769 
 03/13  01:00:00,12.8,0.625,8.33333333333333,28.1286945978439 
 03/13  02:00:00,11.5166666666667,0.0,0.0,27.8044907436593 
 03/13  03:00:00,10.6,0.875,134.166666666667,27.4624323294265 
 03/13  04:00:00,9.9,1.85,241.666666666667,27.1668694539938 
 03/13  05:00:00,8.75833333333333,2.39166666666667,244.166666666667,26.8458591183431 
 03/13  06:00:00,8.3,2.30833333333333,251.666666666667,26.5546735091863 
 03/13  07:00:00,8.3,1.75,277.5,26.3795431866164 
 03/13  08:00:00,11.5666666666667,0.625,120.833333333333,26.908656867794 
 03/13  09:00:00,14.8916666666667,0.875,46.6666666666667,28.1856343593187 
 03/13  10:00:00,15.8916666666667,2.14166666666667,56.6666666666667,29.6941960507776 
 03/13  11:00:00,16.45,2.6,51.6666666666667,31.1422720251126 
 03/13  12:00:00,17.9833333333333,2.89166666666667,65.8333333333333,32.3567385704586 
 03/13  13:00:00,19.8916666666667,3.1,75.8333333333333,32.9746950297826 
 03/13  14:00:00,21.8833333333333,2.80833333333333,74.1666666666667,34.3911434974735 
 03/13  15:00:00,22.8,2.89166666666667,64.1666666666667,36.6201916495176 
 03/13  16:00:00,23.4416666666667,4.61666666666667,205.833333333333,37.8784333811445 
 03/13  17:00:00,23.2583333333333,6.28333333333333,310.,37.5887382750749 
 03/13  18:00:00,21.1666666666667,6.11666666666667,304.166666666667,35.4733898150246 
 03/13  19:00:00,18.075,6.575,305.833333333333,32.8177163278927 
 03/13  20:00:00,16.35,6.90833333333333,310.,31.5649109069294 
 03/13  21:00:00,15.4583333333333,5.825,327.5,30.9625017760854 
 03/13  22:00:00,14.65,4.85,328.333333333333,30.4856787525003 
 03/13  23:00:00,13.7583333333333,4.6,314.166666666667,30.0717781827897 
 03/13  24:00:00,12.6583333333333,3.725,298.333333333333,29.6817894091318 
 03/14  01:00:00,11.9083333333333,2.51666666666667,284.166666666667,29.32394061804 
 03/14  02:00:00,11.35,0.875,116.666666666667,29.0046445318196 
 03/14  03:00:00,10.4583333333333,2.1,180.833333333333,28.6763242271278 
 03/14  04:00:00,10.,4.53333333333333,310.,28.3573570545491 
 03/14  05:00:00,9.35833333333333,4.55833333333333,310.,28.072860635704 
 03/14  06:00:00,8.25833333333333,3.225,286.666666666667,27.7503454688481 
 03/14  07:00:00,8.44166666666667,2.30833333333333,240.833333333333,27.5493213884107 
 03/14  08:00:00,10.1833333333333,2.39166666666667,272.5,27.9762113778252 
 03/14  09:00:00,12.7333333333333,2.6,327.5,29.0349954983923 
 03/14  10:00:00,14.8916666666667,2.89166666666667,159.166666666667,30.4670036111053 
 03/14  11:00:00,15.8916666666667,3.1,41.6666666666667,31.9022988560581 
 03/14  12:00:00,16.7416666666667,3.39166666666667,38.3333333333333,33.0838398654233 
 03/14  13:00:00,17.8416666666667,3.01666666666667,35.8333333333333,33.4603291422595 
 03/14  14:00:00,19.6416666666667,2.89166666666667,22.5,34.7837635720295 
 03/14  15:00:00,21.5333333333333,4.90833333333333,185.,36.1936256898194 
 03/14  16:00:00,20.275,6.49166666666667,298.333333333333,36.9469305431324 
 03/14  17:00:00,18.2583333333333,6.99166666666667,301.666666666667,35.6917407278086 
 03/14  18:00:00,15.8166666666667,6.61666666666667,304.166666666667,33.4751058328338 
 03/14  19:00:00,14.1083333333333,5.61666666666667,294.166666666667,31.7507786621987 
 03/14  20:00:00,13.55,3.68333333333333,284.166666666667,30.9427299414079 
 03/14  21:00:00,13.0083333333333,3.475,309.166666666667,30.4565836435561 
 03/14  22:00:00,11.8083333333333,3.51666666666667,312.5,30.0203173529874 
 03/14  23:00:00,11.1,3.1,265.,29.6165084661962 
 03/14  24:00:00,10.8083333333333,2.80833333333333,245.833333333333,29.2826313039446 
 03/15  01:00:00,9.9,2.30833333333333,273.333333333333,28.945597874915 
 03/15  02:00:00,9.4,2.1,220.,28.6247388135008 
 03/15  03:00:00,8.75833333333333,2.68333333333333,257.5,28.3183686366358 
 03/15  04:00:00,9.29166666666667,2.51666666666667,320.,28.0506070879451 
 03/15  05:00:00,10.,3.55833333333333,314.166666666667,27.8582033096509 
 03/15  06:00:00,9.65,4.95,310.,27.5980228246257 
 03/15  07:00:00,9.4,3.975,310.,27.4189493324156 
 03/15  08:00:00,10.3916666666667,3.1,310.,27.7622842442785 
 03/15  09:00:00,12.0916666666667,2.80833333333333,234.166666666667,28.8014656257176 
 03/15  10:00:00,13.4416666666667,1.95833333333333,145.,30.1752532910242 
 03/15  11:00:00,14.8916666666667,2.43333333333333,61.6666666666667,31.6675690950744 
 03/15  12:00:00,15.8916666666667,4.325,177.5,32.8479200945495 
 03/15  13:00:00,16.1,6.075,295.833333333333,32.8290663342909 
 03/15  14:00:00,16.7416666666667,5.825,265.,33.2573177079246 
 03/15  15:00:00,17.2,5.78333333333333,245.833333333333,33.4568357003708 
 03/15  16:00:00,16.9083333333333,5.26666666666667,279.166666666667,33.3288104635303 
 03/15  17:00:00,16.35,5.53333333333333,305.833333333333,33.4467220592475 
 03/15  18:00:00,15.1083333333333,5.26666666666667,292.5,31.9604008226782 
 03/15  19:00:00,14.4,3.725,315.,30.4104340908365 
 03/15  20:00:00,13.7583333333333,2.51666666666667,305.,29.7382806881633 
 03/15  21:00:00,13.3,2.39166666666667,215.833333333333,29.3200854981945 
 03/15  22:00:00,13.0083333333333,2.6,152.5,28.9820417186315 
 03/15  23:00:00,12.8,2.6,122.5,28.6711428850505 
 03/15  24:00:00,13.0916666666667,2.30833333333333,133.333333333333,28.4240275069352 
 03/16  01:00:00,13.3,0.875,62.5,28.2287819641749 
